type,set,faction,name,text
Unit,Legendary,Dark Frontier [Set6],"Rost, the Walking Glacier","Overwhelm , Warp Entomb: Play Rost Shift ed."
Spell,Legendary,The Fall of Argenport [Set4],Sack the City,Your units go Berserk .
Spell,Legendary,Echoes of Eternity [Set8],Savage Incursion,"Deal 3 damage. If the enemy player has ten or more cards in their void, draw three cards. If they have twenty or more, play three 6/4 Dragons with Flying and Overwhelm . ,(0)"
Unit,Uncommon,The Empty Throne [Set1],Skycrag Wyvarch,"Flying , Killer"
Unit,Uncommon,Omens of the Past [Set2],Skyrider Vanguard,Flying Spark: Your units with Flying get +1 Strength.
Unit,Common,Omens of the Past [Set2],Skywalk Instructor,Flying Mentor: Give the Student Flying .
Unit,Legendary,"Campaign
Trials of Grodov [Set1006]","Sodi, Wingbreaker","At the end of your turn, if the enemy player took damage, draw a card. Onslaught: Deal 6 damage to an enemy unit with Flying or an enemy site."
Attachment,Relic Weapon,Rare,Staff of Stories,"At the start of your turn, draw a card."
Unit,Common,The Dusk Road [Set3],Stampede Driver,"Summon: You may discard a card to give one of your other units +1/+1 and Overwhelm . If it's a Dinosaur, it gets +2/+2 and Overwhelm instead."
Unit,The Empty Throne [Set1],Primal,Stormdancer,Flying
Spell,Uncommon,Omens of the Past [Set2],Swindle,Draw two cards. Spark: Draw three cards instead.
Attachment,Cursed Relic,Common,Tainted Mark,"When one or more units hit the cursed player, draw a card."
Attachment,Curse,Rare,Unchecked Rage,The cursed unit and each other enemy unit are Reckless .
Unit,Rare,The Empty Throne [Set1],West-Wind Herald,"Flying , Aegis Infiltrate: Play a spell from your void."
Spell,Fast Spell,Rare,Abyssal Scrying,Draw cards equal to the highest cost among your relics.
Unit,Common,Defiance [Set5],Acantha's Outrider,"Flying , Pledge Acantha's Outrider costs 3 less while you have a relic."
Unit,Uncommon,Omens of the Past [Set2],Boltcrafter Shaman,Your spells deal +2 damage.
Spell,Rare,Defiance [Set5],Brilliant Idea,Draw two cards. Amplify 2: Draw an additional two cards.
Unit,Legendary,The Flame of Xulta [Set7],Burr-Spore Fern,"Aegis , Overwhelm Mastery 10: For the rest of the game, after you play a spell, play an additional copy of it."
Spell,Fast Spell,Rare,Celestial Omen,Draw a card of your choice from your deck.
Spell,Fast Spell,Common,Cirso's Meddling,Transform a unit into a 2/2 Pig.
Unit,Uncommon,Dark Frontier [Set6],Cloudsnake Matriarch,"Flying , Warp When you Warp a card (including Cloudsnake Matriarch), draw a card."
Unit,Legendary,"Campaign
Dead Reckoning [Set1003]","Daraka, Queensguard","Overwhelm When you play Eilyn, she gets Aegis . Summon: Stun an enemy unit. It stays stunned while you have Daraka."
Unit,Common,Dark Frontier [Set6],Diving Pteriax,Flying Onslaught: Deal 2 damage to an enemy.
Unit,Rare,The Dusk Road [Set3],Eilyn's Frostrider,Flying Summon: Stun two enemy units.
Spell,Legendary,The Fall of Argenport [Set4],End of Hostilities,Warp Play a copy of a unit. Tribute: Play two copies instead.
Spell,Legendary,The Flame of Xulta [Set7],Flight of Makkar,Transform each unit into a 1/1 Raven with Flying .
Unit,Uncommon,Echoes of Eternity [Set8],Frostbite Chrysalis,"When you play a relic, stun an enemy unit."
Unit,Rare,The Empty Throne [Set1],Hatchery Hunter,Summon: Transform all cards in your hand into 3/3 Sky Serpents with Flying .
Unit,Common,Omens of the Past [Set2],Iceknuckle Jotun,Spark: Stun an enemy unit.
Unit,The Empty Throne [Set1],Primal,Illusionary Dragon,Flying
Unit,Legendary,The Empty Throne [Set1],Jarrall Iceheart,Infiltrate: Draw the top spell of your deck. Deal damage to each enemy unit equal to that spell's cost.
Unit,The Dusk Road [Set3],Primal,Jotun,NONE
Unit,Promo,Defiance [Set5],"Justa, Regglar Jotun","When Justa takes damage and survives, sacrifice it to play a 1/1 Yeti Spy, 2/2 Yeti Snowchucker, and 3/3 Slushdumper."
Unit,Uncommon,Omens of the Past [Set2],Lumbering Gruan,"When Lumbering Gruan blocks a unit, stun Lumbering Gruan."
Unit,Legendary,"Campaign
Promises by Firelight [Set1007]","Lys, Champion of Linrei","At the end of your turn, the player of your choice discards their hand, then draws that many cards."
Spell,Uncommon,"Campaign
Into Shadow [Set1004]",Maul,Deal 2 damage to the enemy player for each card in their hand.
Unit,Uncommon,The Fall of Argenport [Set4],Moonlight Huntress,Flying +3/+3 at Night . Summon: Night fall.
Unit,Uncommon,The Empty Throne [Set1],North-Wind Herald,Flying Free if you have played two spells this turn.
Spell,Legendary,The Dusk Road [Set3],Riddle Game,Draw a card for each card you have drawn this turn.
Unit,Uncommon,The Empty Throne [Set1],Sapphire Dragon,"Flying , Overwhelm"
Spell,Rare,The Empty Throne [Set1],Scouting Party,Play four 1/1 Yeti Spies.
Unit,Rare,Defiance [Set5],Shaluuk Captain,Flying Your other Primal units have +1/+1.
Spell,Common,The Fall of Argenport [Set4],Shamanic Blast,Shamanic Blast costs 1 less for each spell in your void. Deal 3 damage to an enemy unit.
Unit,Common,The Dusk Road [Set3],Slope Sergeant,"Bond When you bond Slope Sergeant, draw two cards, then discard two cards."
Unit,Legendary,Defiance [Set5],Snowsculptor,Renown: Draw cards equal to the cost of that spell or weapon.
Unit,Uncommon,The Fall of Argenport [Set4],Speardiver,"Flying , Berserk"
Unit,Rare,Dark Frontier [Set6],"Tamarys, Earthshaker",Flying Shift 3: Deal 1 damage to each enemy without Flying .
Unit,Rare,The Empty Throne [Set1],Thunderstrike Dragon,"Flying , Echo"
Unit,Omens of the Past [Set2],Primal,"Urska, the Bear",Reckless
Unit,Uncommon,Omens of the Past [Set2],Adaptive Predator,"Overwhelm , Reckless When Adaptive Predator hits the enemy player, it gets a random battle skill."
Unit,Common,The Empty Throne [Set1],Araktodon,Overwhelm
Unit,Uncommon,The Dusk Road [Set3],Bellowing Thunderfoot,"Bond When you bond Bellowing Thunderfoot, stun an enemy unit."
Unit,Uncommon,The Empty Throne [Set1],Elysian Trailblazer,Summon: The top spell of your deck gets Echo .
Unit,Common,The Fall of Argenport [Set4],Enraged Araktodon,Berserk
Spell,Rare,"Campaign
The Tale of Horus Traver [Set1002]",Hooru Teachings,"Mentor: For each of the Student 's battle skills, play a 3/3 Unseen Disciple with that battle skill."
Spell,Uncommon,Omens of the Past [Set2],Icequake,Deal 3 damage to each unit and the enemy player.
Spell,Legendary,The Dusk Road [Set3],Jotun Birth Song,Transform one of your Yeti into a 6/6 Jotun. Draw two different Yeti of your choice from your deck.
Unit,Legendary,The Fall of Argenport [Set4],"Kenna, Shaman of the Scale","Killer When you play a spell, Kenna gets +2/+2 and Flying this turn. Tribute: Draw a spell from your void."
Spell,Uncommon,Echoes of Eternity [Set8],Linrei's Kiss,Draw a card of your choice from your deck. You may exhaust a unit to play Linrei's Kiss for 2 less.
Unit,Rare,The Empty Throne [Set1],Mistveil Drake,"Flying , Aegis Fate: You gain an Aegis . Summon: If you have an Aegis , Mistveil Drake gets +3/+3."
Unit,Rare,The Dusk Road [Set3],Novice Herdrider,Fate: The Explorer or Dinosaur in your hand with the least Health gets +1/+1.
Attachment,Relic,Legendary,Quicksilver Mirror,"At the start of your turn, play a copy of one of your units."
Unit,Legendary,The Empty Throne [Set1],Rimescale Draconus,Flying Summon: Play Permafrost on each exhausted enemy unit.
Unit,Common,The Flame of Xulta [Set7],Skyhorror Draconus,Flying Mastery 5: Play Permafrost on an enemy unit.
Unit,Common,Dark Frontier [Set6],Snowmass Jotun,Warp Shift 5
Spell,Fast Spell,Legendary,Solar Blast,Deal 7 damage to each unit and site.
Unit,Uncommon,Defiance [Set5],Starved Vorlunk,Overwhelm Amplify 2: +3/+3.
Spell,Legendary,The Empty Throne [Set1],Strength of the Pack,"Give a unit +3/+3, then play a copy of it."
Unit,Rare,Dark Frontier [Set6],Terror on the Mountain,"Warp When you Warp a card (including Terror on the Mountain), stun an enemy unit. Shift 6"
Unit,Legendary,Echoes of Eternity [Set8],Vernal Mandrake,Summon: Transform each of your other units into random units that cost 1 more. Corrupted 8
Unit,Echoes of Eternity [Set8],Primal,Vernal Mandrake Shade,"At the end of your turn, this gets -1 Health. Pay 8 and sacrifice Vernal Mandrake Shade to transform each of your other units into random units that cost 1 more."
Unit,Legendary,The Empty Throne [Set1],"Eilyn, Queen of the Wilds","Flying After you play a Primal spell, play an additional random Primal spell from your deck."
Unit,Legendary,Defiance [Set5],"Eilyn, the Rising Storm","Pledge Summon: Deal 6 damage to an enemy. Ultimate: The third time Eilyn attacks, she deals 12 damage to each enemy."
Unit,Promo,Defiance [Set5],"Mokhnati, Restored","Berserk , Overwhelm Entomb: Put Mokhnati into your deck to draw cards until you have seven in hand."
Unit,Rare,The Flame of Xulta [Set7],Realitybreaker,"Summon: Deal 1 damage to a unit. If that damage kills the unit, choose an additional unit and repeat this ability with damage increased by 1."
Unit,Common,The Flame of Xulta [Set7],Rosebloom Mandrake,Overwhelm Rosebloom Mandrake costs 6 less while the enemy player has ten or more cards in their void.
Unit,Common,The Dusk Road [Set3],Surveying Mantasaur,"Flying , Overwhelm , Bond"
Unit,Rare,The Fall of Argenport [Set4],Thunder Giant,"When Thunder Giant attacks, he deals 3 damage to each enemy unit if you played a spell this turn."
Spell,Rare,The Empty Throne [Set1],Channel the Tempest,Draw three cards. Then deal damage equal to the number of cards in your hand.
Unit,Legendary,The Empty Throne [Set1],Scourge of Frosthome,The enemy player can't play spells.
Unit,Legendary,The Dusk Road [Set3],Clutchkeeper,"Bond When you bond Clutchkeeper, she gets Killer . When she attacks, play two 3/3 Dinosaurs with Overwhelm ."
Unit,"Campaign
The Tale of Horus Traver [Set1002]",Primal,Avatar of Winds,"Flying , Aegis Summon: Deal 5 damage to each Flying enemy unit and the enemy player. When Avatar of Winds hits the enemy player, play a spell from your void."
Power,The Empty Throne [Set1],Shadow,Shadow Sigil,NONE
Power,Common,Dark Frontier [Set6],Amethyst Coin,Depleted Gain Shadow. Onslaught: Deal 1 damage to the enemy player. You gain 1 Health.
Power,Uncommon,The Empty Throne [Set1],Amethyst Monument,Depleted Gain Shadow. Transmute 5: 4/4 Puma with Lifesteal .
Power,Common,The Dusk Road [Set3],Amethyst Waystone,"Gain Shadow, then if you have Shadow Shadow Shadow Shadow, Night fall."
Power,Uncommon,The Fall of Argenport [Set4],Cabal Standard,Depleted Gain Shadow. Transmute 5: Cabal Tactic.
Power,Rare,The Flame of Xulta [Set7],Emblem of Makkar,"Gain Shadow and take 1 damage. Decimate: If you have Shadow Shadow Shadow, create and draw a 2/2 Death Elemental with Deadly ."
Spell,Common,Defiance [Set5],Borrowed Violence,Each unit in your hand gets +1 Strength.
Unit,"Campaign
Dead Reckoning [Set1003]",Shadow,Dirty Rat,Dirty Rat can't block.
Attachment,Curse,Dark Frontier [Set6],Disfigure,The cursed unit gets -1/-1.
Spell,Uncommon,"Campaign
Into Shadow [Set1004]",Last Chance,Draw a unit from your void. It gets Voidbound .
Attachment,Curse,Common,Affliction,The cursed unit gets -2/-1.
Attachment,Curse,Uncommon,Arachnophobia,"Summon: Night fall. When the cursed unit dies, play a 1/1 Spider with Deadly ."
Unit,Common,The Empty Throne [Set1],Blood Beetle,Infiltrate: +1 Strength and Flying .
Unit,Common,Dark Frontier [Set6],Bloodnurse,Pay 2 and twist Bloodnurse to play a 1/1 Vampire Bat with Flying and Lifesteal .
Unit,Rare,The Flame of Xulta [Set7],Bloodseeker,"At the end of your turn, Bloodseeker deals 1 damage to you. +2/+2 for each player with ten or more cards in their void."
Attachment,Relic Weapon,Common,Boot Knife,Onslaught: You have Quickdraw this turn.
Unit,Uncommon,Omens of the Past [Set2],Brash Shorthorn,NONE
Unit,Common,Defiance [Set5],Cabal Scavenger,"Lifesteal When you play a relic, Cabal Scavenger deals 1 damage to the enemy player."
Spell,Fast Spell,Rare,Condemn,"Lifesteal Deal 1 damage to an enemy. If it dies this turn, it gets Voidbound . You may swap a card from your hand with a 1-cost card in your Black Market ."
Spell,Fast Spell,Common,Contaminating Ritual,"Give one of your units +1 Strength, Flying , and Lifesteal . At the end of the turn, sacrifice it."
Spell,Common,The Empty Throne [Set1],Dark Return,Draw a unit from your void. It gets +1/+1.
Unit,Common,The Empty Throne [Set1],Direfang Spider,Deadly
Unit,Uncommon,Defiance [Set5],Direwood Slasher,Berserk Empower: +1/+1 this turn.
Attachment,Curse,Common,Distilled Venom,"When you twist one of your units, the cursed unit gets -1 Health instead of the unit you twisted."
Spell,Uncommon,The Flame of Xulta [Set7],Edict of Makkar,"An enemy unit of your choice can't block this turn. If it's Time or Justice, kill it."
Unit,Common,Echoes of Eternity [Set8],Entranced Cultist,Summon: Give a unit Quickdraw . Corrupted 1
Unit,Echoes of Eternity [Set8],Shadow,Entranced Cultist Shade,"At the end of your turn, this gets -1 health. Pay 1 and sacrifice Entranced Cultist Shade to give a unit Quickdraw ."
Unit,Common,The Flame of Xulta [Set7],Faceless One,"Faceless One can't block. Shadow: If Faceless One is discarded, play it from your void."
Unit,Common,Omens of the Past [Set2],Fallen Oni,Summon: The enemy player discards the top unit of their deck.
Unit,The Fall of Argenport [Set4],Shadow,Fear's Sum,Berserk
Unit,Uncommon,The Fall of Argenport [Set4],Feral Spiteling,"When Feral Spiteling attacks, each of your Radiants gets +1 Strength for each unit in your void."
Spell,Uncommon,The Empty Throne [Set1],Ghostform,Give a unit Lifesteal and Unblockable this turn.
Unit,Common,The Dusk Road [Set3],Grenamender,Entomb: You gain 3 Health.
Spell,Common,The Fall of Argenport [Set4],Harbinger's Bite,Lifesteal Night fall. Deal 2 damage to the enemy player.
Attachment,Weapon,Uncommon,Horrifying Helm,Spellcraft 3: Play Scare.
Attachment,Weapon,Uncommon,Jack's Knife,Summon: The wielder deals 2 damage to you.
Unit,Uncommon,The Empty Throne [Set1],Knifejack,Summon: Knifejack deals 2 damage to you.
Spell,Uncommon,Defiance [Set5],Lethrai Lobotomy,Sacrifice a relic to kill an enemy unit.
Spell,Fast Spell,Common,Lock Horns,Give a unit +3/-1 this turn.
Unit,Common,Dark Frontier [Set6],Muck Crawler,+2/+2 while you have a Shift ed unit.
Spell,Common,The Empty Throne [Set1],Pilfer,Draw the top card of the enemy deck.
Attachment,Relic,Uncommon,Rat Cage,"When you play a relic (including Rat Cage), play a 1/1 Rat that can't block."
Spell,Uncommon,Dark Frontier [Set6],Remembrance,Play a unit from your void with cost 3 or less and Shift it.
Spell,Common,The Empty Throne [Set1],Sabotage,The enemy player discards a spell or attachment of your choice from their hand.
Attachment,Relic,Uncommon,Secret Passage,"Once per turn, you may pay 2 to give one of your units Unblockable . Sacrifice it at the end of the turn. Summon: Give one of your units Unblockable this turn."
Unit,Uncommon,The Fall of Argenport [Set4],Sewer Sludge,"When you play a unit with more Strength or Health than Sewer Sludge, the Sludge gets +1/+1."
Spell,Uncommon,"Campaign
Into Shadow [Set1004]",Shakedown,Night fall. Choose a card with cost 3 or less from the enemy player’s hand. They discard it.
Unit,Uncommon,The Empty Throne [Set1],Slumbering Stone,Entomb: Create and draw a 2/2 Gargoyle with Flying .
Unit,Common,The Fall of Argenport [Set4],Spitefeeder,Flying Summon: The player of your choice discards the top two cards of their deck.
Spell,Fast Spell,Uncommon,Spiteful Strike,"Give a unit +2/+1, Lifesteal , and Quickdraw this turn."
Unit,The Empty Throne [Set1],Shadow,Spiteling,Entomb: Deal 1 damage to the enemy player.
Unit,Promo,Defiance [Set5],Star-Reader Severin,"Shadow Shadow Shadow Shadow Shadow: When you play a relic, play Severin from your void with +1 Strength, exhausted."
Unit,Rare,The Dusk Road [Set3],Stonescar Sneak,Quickdraw Pay 3 and exhaust Stonescar Sneak to give another unit +3 Strength and Quickdraw this turn.
Unit,Rare,Dark Frontier [Set6],Street Urchin,"When the enemy player plays a spell, Street Urchin deals 1 damage to them. Pay 3 and twist Street Urchin to draw the top card of the enemy deck."
Spell,Uncommon,The Empty Throne [Set1],Suffocate,Kill a unit with 3 Strength or less.
Spell,Fast Spell,Common,Swear Vengeance,Give one of your units Revenge .
Unit,Common,Omens of the Past [Set2],Tock Tick,Revenge
Attachment,Weapon,Common,Trusty Revolver,Entomb: Create and draw a +1/+1 weapon.
Spell,Fast Spell,Common,Urgent Missive,Sacrifice a unit to play two 1/1 Cultists.
Spell,Uncommon,The Dusk Road [Set3],Vara's Intervention,"- Give an enemy unit -2 Health, or - Give one of your units Unblockable this turn, or - Draw an Unseen from your void."
Spell,Common,Dark Frontier [Set6],Vicious Rumors,Warp The player of your choice discards the top two cards of their deck.
Unit,Rare,Defiance [Set5],Weary Spiteling,Entomb: +2/+2 and Flying .
Unit,Uncommon,The Dusk Road [Set3],Wisplight,"Flying Once per turn, you may pay 2 to give Wisplight +2 Strength this turn."
Unit,Uncommon,The Fall of Argenport [Set4],Xenan Lifespeaker,Inspire: Units you draw get Lifesteal . Ultimate: Pay 4 to give Xenan Lifespeaker +3/+3.
